Time,Power,Current,PF
2025-03-05 10:00:00,180.19110852954728,1.225884534811122,0.6390810717120987
2025-03-05 10:00:02,178.8565381006672,1.1924584540393892,0.6521293211873418
2025-03-05 10:00:04,180.62844940461457,1.1285634906170166,0.6958767414481236
2025-03-05 10:00:06,179.6680923238954,1.2158749464396899,0.6424720083976931
2025-03-05 10:00:08,180.2811321306184,1.2053334481983329,0.650302213412551
2025-03-05 10:00:10,179.2388599910616,1.1770036432204884,0.6621044851935931
2025-03-05 10:00:12,179.46509812097977,1.1151783585555315,0.6996934878823268
2025-03-05 10:00:14,180.23620412705495,1.2317769682195232,0.6361830837366114
2025-03-05 10:00:16,180.7758132139789,1.1910758716406757,0.6598923001436069
2025-03-05 10:00:18,180.68365074448695,1.1977987269485206,0.6558540032804564
2025-03-05 10:00:20,179.1424774110075,1.1682694530157267,0.6666957991232463
2025-03-05 10:00:22,179.81231919429786,1.174632323604567,0.6655637482800166
2025-03-05 10:00:24,179.98656265253837,1.193186502223214,0.6558490822216375
2025-03-05 10:00:26,180.13801273625467,1.1833656533223846,0.6618484733169996
2025-03-05 10:00:28,179.7200015890606,1.1969362086247506,0.6528261954365839
2025-03-05 10:00:30,180.5396396848989,1.1917431229971132,0.6586611997203324
2025-03-05 10:00:32,179.56465265794054,1.1788370823849246,0.6622763168783269
2025-03-05 10:00:34,180.01869280786983,1.1670271444753688,0.67066989181449
2025-03-05 10:00:36,180.18755270816243,1.2388193369452383,0.6323957972283677
2025-03-05 10:00:38,180.09637828713727,1.1911732251242197,0.6573584052827821
2025-03-05 10:00:40,179.822623696561,1.1971790686417112,0.6530664583201632
2025-03-05 10:00:42,180.47619757848548,1.238484718087457,0.6335799775698546
2025-03-05 10:00:44,179.93022440325308,1.1420682078539997,0.6849900190833554
2025-03-05 10:00:46,180.67893002543408,1.2270277313987996,0.640214190132804
2025-03-05 10:00:48,179.35633833186859,1.1723798232028546,0.6651514732912365
2025-03-05 10:00:50,180.42722851516677,1.147126404953295,0.6838533291084404
2025-03-05 10:00:52,179.49673863971356,1.161589761595183,0.6718556142485542
2025-03-05 10:00:54,180.092374817354,1.1592544565608414,0.6754430150010371
2025-03-05 10:00:56,180.13157883128625,1.2592481062702179,0.6219431846890316
2025-03-05 10:00:58,180.25647284421885,1.2058793475446408,0.6499189131737342
2025-03-05 10:01:00,180.76594003929938,1.1777732094687348,0.6673091758392115
2025-03-05 10:01:02,179.96024040680857,1.1769772759164665,0.6647841414324989
2025-03-05 10:01:04,178.71418385341346,1.14218035750399,0.6802937780903843
2025-03-05 10:01:06,180.65783020103828,1.22812187973888,0.6395691176253943
2025-03-05 10:01:08,179.98213411492367,1.1641005767062218,0.6722194229171453
2025-03-05 10:01:10,180.0538472697948,1.2120476168150436,0.6458845373365885
2025-03-05 10:01:12,180.76831531590008,1.2691967965386304,0.6192492757380913
2025-03-05 10:01:14,180.29876379409765,1.1616030875415737,0.6748498493827684
2025-03-05 10:01:16,179.74170898376724,1.205096866383954,0.6484837136608923
2025-03-05 10:01:18,181.243963038179,1.1617402871526101,0.6783075695275959
2025-03-05 10:01:20,180.79541962797515,1.1499303347985355,0.68357796822403
2025-03-05 10:01:22,180.2848185300437,1.2621396253455661,0.6210462149720828
2025-03-05 10:01:24,180.51221326700264,1.2266695634590685,0.6398102090699844
2025-03-05 10:01:26,180.4104389596322,1.2863875650253445,0.6097642998068875
2025-03-05 10:01:28,180.13083818047906,1.1682948937247393,0.6703594798822723
2025-03-05 10:01:30,180.03480266528177,1.1690537998204062,0.6695671419984535
2025-03-05 10:01:32,179.48957535891984,1.234595453000335,0.6321013544847783
2025-03-05 10:01:34,180.63996148837316,1.2136060844536602,0.6471549104498242
2025-03-05 10:01:36,180.26395477250816,1.1543037250515948,0.6789862218133528
2025-03-05 10:01:38,180.87703558295794,1.1791062135197317,0.6669644217134705
2025-03-05 10:01:40,181.11837991898585,1.2378257548761549,0.6361729136245479
2025-03-05 10:01:42,180.148609254561,1.1604155483615488,0.6749778766337935
2025-03-05 10:01:44,180.64726247652686,1.1739993412494285,0.669014753872723
2025-03-05 10:01:46,180.80433416504223,1.1961666525302797,0.6571875240416599
2025-03-05 10:01:48,179.74266899674237,1.1774520302719216,0.6637126992109819
2025-03-05 10:01:50,180.4383261823125,1.1506717018603885,0.6817882636670712
2025-03-05 10:01:52,180.76314747073465,1.115743422373351,0.7043973662527598
2025-03-05 10:01:54,180.77668087073846,1.1496705298487877,0.6836615783363507
2025-03-05 10:01:56,181.03430564922226,1.1520031975332465,0.6832495590473683
2025-03-05 10:01:58,181.1283415033841,1.243867605835654,0.6331176441776661
2025-03-05 10:02:00,180.31927891878894,1.173182764311063,0.6682649018669246
2025-03-05 10:02:02,180.5418817122393,1.141061635572908,0.6879248925958105
2025-03-05 10:02:04,180.21382413659458,1.1627642494563684,0.6738583218202756
2025-03-05 10:02:06,180.27353798151972,1.1807050485585506,0.6638389428256355
